Address,Prices,Area,toFace,type,certificate,width,length,floors,road_front,Terrace,Parking
" Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 3,62 tỷ ", 65 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,16m,2,15m,---,
" Đường Trung Lương 7, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,7 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,2,"7,5m",,
" Đường Bùi Hữu Nghĩa, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 4,8 tỷ ", 66 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,1,4m,---,
" Đường An Thượng 18, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,7 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,2m",12m,---,4m,---,
" Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 4,58 tỷ ", 106 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,3m",20m,3,"7,5m",,
" Đường Vũ Lăng, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 2,6 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,15m,1,10m,---,
" Đường Cẩm Bắc 10, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 171 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"9,4m","18,4m",2,"5,5m",,
" Đường Nại Nghĩa 1, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,1 tỷ ", 61 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",12m,---,4m,---,
" Đường Cẩm Bắc 9, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",17m,2,"5,5m",,
" Đường Phú Lộc 7, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,3 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,---,"5,5m",---,
" Đường Nại Nghĩa 6, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 2,85 tỷ ", 61 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",12m,---,4m,---,
" Đường Nại Nghĩa 6, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 2,85 tỷ ", 61 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",12m,---,4m,---,
" Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,98 tỷ ", 80 m2,_,Nhà mặt tiền,---,5m,16m,3,"7,5m",,
" Đường Cao Sơn Pháo, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng", 4 tỷ , 61 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,10m,3,"7,5m",,
" Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,65 tỷ ", 35 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,5m,4,"7,5m",,
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,8 tỷ ", 60 m2,_,Nhà mặt tiền,---,5m,14m,4,"5,5m",,
" Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,65 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1,"7,5m",,
" Đường Đồng Xoài, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,1 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,3,10m,,
" Đường Cẩm Bắc 10, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 171 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"9,4m","18,4m",2,"5,5m",,
" Đường Phong Bắc 10, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"5,5m",,
" Đường Đa Mặn 2, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,95 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,---,"5,5m",---,
" Đường Cẩm Bắc 10, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",16m,2,"5,5m",,
" Đường Nguyễn Quý Đức, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,39 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"5,5m",,
" Đường Hồ Biểu Chánh, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,2,"5,5m",,
" Đường Yên Khê 2, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 3,8 tỷ ", 45 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,9m,3,"5,5m",,
" Đường Thanh Lương 21, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,85 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,"7,5m",,
" Đường Đoàn Nguyễn Thục, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,2 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,13m,---,"7,5m",---,
" Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,45 tỷ ", 96 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"19,2m",2,"5,5m",,
" Đường An Thượng 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,5 tỷ ", 40 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,10m,1,4m,---,
" Đường Nguyễn Minh Không, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,75 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3,"5,5m",,
" Đường Phong Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"5,5m",,
" Đường Nguyễn Giản Thanh, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,55 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,17m,1,"5,5m",,
" Đường Cao Sơn 5, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,45 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,---,"5,5m",---,---
" Đường Huỳnh Thị Bảo Hòa, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,9 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"5,5m",,
" Đường Lê Cơ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,9 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,13m,---,4m,---,
" Đường Trần Quý Hai, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,65 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,10m,2,"5,5m",,
" Đường Nguyễn Tường Phổ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,5 tỷ ", 56 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,8m,7m,---,4m,---,
" Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,05 tỷ ", 120 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,22m,2,3m,---,---
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,15 tỷ ", 81 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,16m,1,3m,---,
" Đường Trường Chinh, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 2,55 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,9m,1,4m,,
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 2 tỷ , 78 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,---,5m,---,
" Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 4,2 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,3,3m,,
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,8 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",13m,2,3m,,
" Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,2 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,14m,7m,---,"5,5m",---,
" Đường Bàu Trảng 7, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 2,25 tỷ ", 54 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,2,3m,,---
" Đường Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,5 tỷ ", 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,17m,4,5m,,
" Đường Hoàng Diệu, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,62 tỷ ", 120 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,19m,3,4m,,
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,9 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,4,"3,5m",,
" Đường Hoàng Diệu, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,65 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,3,4m,,
" Đường Nguyễn Văn Huề, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 2,3 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,9m,8m,2,"3,5m",,---
" Đường Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,16m,1,3m,---,
" Đường Hải Phòng, Phường Tân Chính, Quận Hải Châu, Đà Nẵng"," 2,7 tỷ ", 45 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,8m,2,3m,,
" Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,22m,2,3m,,
" Đường Phan Châu Trinh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 2,2 tỷ ", 51 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,13m,2,"2,5m",,
" Đường Hải Phòng, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 2,7 tỷ ", 45 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,8m,2,4m,,---
" Đường Nguyễn Đình Tứ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,35 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,---,5m,---,
" Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng", 3 tỷ , 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,22m,2,3m,,---
" Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 2,8 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,12m,3,"3,5m",,
" Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,1 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,6m",16m,---,"2,5m",---,---
" Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,2 tỷ ", 82 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,17m,---,4m,---,
" Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 2,35 tỷ ", 40 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,3,"2,5m",,---
" Đường Văn Cao, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,6 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,3,3m,,
" Đường Lê Cơ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 2,98 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,12m,3,"2,5m",,
" Đường Hà Tông Quyền, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,4 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,---,2m,---,
" Đường Nguyễn Duy Trinh, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,15 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,1,4m,---,
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 3,25 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,2,"2,5m",---,
" Đường Bắc Đẩu, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 2,5 tỷ ", 35 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,9m,3,3m,,
" Đường Cô Giang, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 2,65 tỷ ", 35 m2,_,Nhà trong hẻm,---,4m,9m,3,"2,5m",,
" Đường Đào Sư Tích, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,4 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,18m,---,"7,5m",---,
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,4 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,2,"2,5m",---,
" Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,4 tỷ ", 120 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,20m,1,"4,5m",,
" Đường Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 3,65 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,3,4m,,
" Đường Lê Đình Kỵ, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 2,9 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",16m,2,"4,5m",,
" Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,85 tỷ ", 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,17m,2,4m,,
" Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,4 tỷ ", 71 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",16m,2,4m,---,
" Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,15 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,2,3m,,
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,1 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,---,"2,5m",---,---
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 58 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",13m,3,4m,,
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,15 tỷ ", 81 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",18m,1,3m,---,
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,05 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",22m,2,4m,,
" Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,25 tỷ ", 77 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,13m,2,"2,5m",,---
" Đường Phó Đức Chính, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 4,6 tỷ ", 260 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,12m,22m,2,3m,,
" Đường Lê Đình Lý, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,4 tỷ ", 40 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",9m,1,2m,---,
" Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 6 tỷ , 61 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",13m,5,4m,,
" Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,05 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,13m,3,2m,,---
" Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,1 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",9m,3,5m,,
" Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"8,7m","8,4m",2,3m,,
" Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,8 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,17m,1,5m,,
" Đường Hùng Vương, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 3,4 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m",21m,---,3m,---,
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,7 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,4m",14m,2,3m,,
" Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,6 tỷ ", 112 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,22m,---,7m,---,
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 2,95 tỷ ", 66 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,16m,2,3m,,
" Đường Bình An 7, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng"," 5,3 tỷ ", 88 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,49m","13,6m",1,"5,5m",---,---
" Đường Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 9,2 tỷ ", 100 m2,Bắc,Nhà mặt tiền,---,"7,4m","14,77m",2,22m,---,---
" Đường Bùi Xương Tự, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,15 tỷ ", 109 m2,Đông Bắc,Nhà mặt tiền,---,5m,20m,2,"7,5m",---,---
" Đường Bằng Lăng 1, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 10,5 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,6,"7,5m",,
" Đường Phan Đăng Lưu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 21 tỷ , 189 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m",25m,1,15m,,
" Đường Trần Đức Thảo, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,85 tỷ ", 90 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,1,"7,5m",,
" Đường Lưu Hữu Phước, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 6,5 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1,"7,5m",,
" Đường Nguyễn Tất Thành, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng", 15 tỷ , 125 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,4,20m,,
" Đường Nại Hưng 2, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,4 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,1,"5,5m",---,
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 30 tỷ , 151 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,23m,10,10m,,
" Đường Phan Đăng Lưu, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 22 tỷ , 187 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m",22m,1,15m,---,
" Đường Ông Ích Khiêm, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 12,5 tỷ ", 67 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,16m,3,10m,,
" Đường Lý Thái Tông, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 7,45 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",20m,3,15m,,
" Đường Hải Phòng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 23 tỷ , 96 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,1m",---,2,10m,,
" Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 28 tỷ , 113 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,82m","21,5m",1,15m,,
" Đường Lý Thái Tông, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 15,2 tỷ ", 200 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,20m,1,15m,,
" Đường Trần Đức Thảo, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 7 tỷ , 90 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,1,"7,5m",,
" Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 11,5 tỷ ", 97 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,8m","20,3m",3,10m,,
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 15 tỷ , 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,10m,,
" Đường Kỳ Đồng, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 9,5 tỷ ", 100 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,"7,5m",,
" Đường Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng", 64 tỷ , 338 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,12m,27m,1,10m,,
" Đường Thủ Khoa Huân, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 15 tỷ , 225 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"8,25m",27m,1,6m,,
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 47,5 tỷ ", 117 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,9,20m,,
" Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 41 tỷ , 158 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,9m",22m,2,10m,,
" Đường Đông Du, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,4 tỷ ", 56 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,2,4m,,
" Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng", 15 tỷ , 80 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,7m",14m,3,10m,,
" Đường Thái Phiên, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 18,5 tỷ ", 94 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,1m",23m,5,"7,5m",,
" Đường Phú Xuân 1, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,58 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1,"5,5m",,
" Đường Lê Duẩn, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 23 tỷ , 78 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,8m",14m,3,15m,,
" Đường Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng", 26 tỷ , 106 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",23m,5,15m,,
" Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 17,5 tỷ ", 138 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,2m",23m,2,10m,,
" Đường Nguyễn Thị Thập, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 4,2 tỷ ", 101 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",23m,2,"7,5m",,
