Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,5 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,18m,3
" Đường Hùng Vương, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 11,5 tỷ ", 69 m2,_,Nhà mặt tiền,---,4m,17m,1
" Đường Ngô Thị Liễu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,3 tỷ ", 83 m2,_,Nhà mặt tiền,---,5m,"16,5m",3
" Đường Tân An 2, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 74 m2,_,Nhà mặt tiền,---,"4,5m","16,5m",3
" Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,75 tỷ ", 90 m2,_,Nhà mặt tiền,---,"4,5m",20m,3
" Đường Thân Nhân Trung, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,6 tỷ ", 81 m2,_,Nhà mặt tiền,---,"4,5m",18m,3
" Đường Phạm Phú Tiết, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 7,5 tỷ ", 98 m2,_,Nhà mặt tiền,---,5m,"19,5m",4
" Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 13,5 tỷ ", 231 m2,_,Nhà mặt tiền,---,"8,5m",27m,1
" Đường Thanh Sơn, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 14,5 tỷ ", 161 m2,_,Nhà mặt tiền,---,9m,"18,2m",1
" Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 9 tỷ , 142 m2,_,Nhà mặt tiền,---,6m,23m,1
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 6 tỷ , 104 m2,_,Nhà mặt tiền,---,"5,13m",24m,1
" Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 17,8 tỷ ", 138 m2,_,Nhà mặt tiền,---,6m,23m,2
" Đường Lê Phụng Hiểu, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 9,7 tỷ ", 119 m2,_,Nhà mặt tiền,---,"7,3m",17m,3
" Đường Tôn Thất Đạm, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 13,85 tỷ ", 90 m2,_,Nhà mặt tiền,---,"4,5m",20m,6
" Đường Hồ Sĩ Tân, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 7,3 tỷ ", 153 m2,_,Nhà mặt tiền,---,"5,5m",24m,3
" Đường Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 14,2 tỷ ", 123 m2,_,Nhà mặt tiền,---,"4,9m",25m,4
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng", 25 tỷ , 310 m2,_,Nhà mặt tiền,---,10m,23m,3
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng", 15 tỷ , 93 m2,_,Nhà mặt tiền,---,"5,3m",16m,4
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,7 tỷ ", 99 m2,_,Nhà mặt tiền,---,"4,5m",22m,2
" Đường Quang Trung, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 14 tỷ , 74 m2,_,Nhà mặt tiền,---,"4,5m",16m,3
" Đường Lương Ngọc Quyến, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 10,5 tỷ ", 76 m2,_,Nhà mặt tiền,---,11m,"7,1m",3
" Đường Mai Am, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 7,9 tỷ ", 105 m2,_,Nhà mặt tiền,---,7m,15m,3
" Đường An Thượng 26, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 13,45 tỷ ", 90 m2,_,Nhà mặt tiền,---,"4,5m",20m,4
" Đường Lê Thị Hồng Gấm, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,2 tỷ ", 80 m2,_,Nhà mặt tiền,---,"5,75m","14,5m",3
" Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 13 tỷ , 84 m2,_,Nhà mặt tiền,---,"4,5m",18m,4
" Đường Lý Thái Tông, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng", 9 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng", 13 tỷ , 72 m2,_,Nhà mặt tiền,---,6m,15m,3
" Đường Nại Hiên Đông 12, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 2,8 tỷ ", 69 m2,_,Nhà mặt tiền,---,"4,5m","15,3m",3
" Đường Trương Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 4,2 tỷ ", 66 m2,_,Nhà mặt tiền,---,5m,"13,2m",2
" Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 7,3 tỷ ", 93 m2,_,Nhà mặt tiền,---,"7,8m",12m,4
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 29,5 tỷ ", 560 m2,_,Nhà mặt tiền,---,8m,40m,1
" Đường Hà Chương, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 42 tỷ , 190 m2,_,Nhà mặt tiền,---,10m,19m,1
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng", 12 tỷ , 310 m2,_,Nhà mặt tiền,---,10m,23m,3
" Đường Thi Sách, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 4,1 tỷ ", 85 m2,_,Nhà mặt tiền,---,5m,17m,1
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 18 tỷ , 232 m2,_,Nhà trong hẻm,---,6m,25m,3
" Đường Đặng Thùy Trâm, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 8,5 tỷ ", 158 m2,_,Nhà trong hẻm,---,8m,"19,4m",3
" Đường Nguyễn Bảo, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 2,6 tỷ ", 101 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"20,3m",1
" Đường Dương Vân Nga, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 5,5 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Mân Quang 16, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 5,6 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,5
" Đường Phan Bôi, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,7 tỷ ", 85 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,2
" Đường Tân Phú 2, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 4,35 tỷ ", 80 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2
" Đường Hồ Xuân Hương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 22 tỷ , 250 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"10,5m",24m,3
" Đường Tôn Đức Thắng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng", 17 tỷ , 168 m2,_,Nhà mặt tiền,---,"8,3m",17m,1
" Đường An Nhơn 3, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,6 tỷ ", 55 m2,_,Nhà mặt tiền,---,"4,65m","11,7m",3
" Đường Nại Hưng 2, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,3 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,18m,---
" Đường Võ Trường Toản, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,2 tỷ ", 52 m2,_,Nhà mặt tiền,---,4m,13m,1
" Đường Hưng Hoá 7, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,9 tỷ ", 72 m2,_,Nhà mặt tiền,---,"4,5m",16m,2
" Đường Phần Lăng 18, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,35 tỷ ", 85 m2,_,Nhà mặt tiền,---,5m,17m,---
" Đường Nguyễn Thúy, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,3 tỷ ", 86 m2,_,Nhà mặt tiền,---,"4,5m","19,5m",2
" Đường Lương Thúc Kỳ, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,9 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,18m,2
" Đường Nguyễn Chí Diễu, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,6 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,1
" Đường Lương Ngọc Quyến, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 7,5 tỷ ", 45 m2,_,Nhà mặt tiền,---,4m,11m,2
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 17 tỷ , 127 m2,_,Nhà mặt tiền,---,11m,13m,6
" Đường Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng", 8 tỷ , 85 m2,_,Nhà mặt tiền,---,5m,17m,3
" Đường Hòa Minh 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,95 tỷ ", 112 m2,_,Nhà mặt tiền,---,"6,2m",18m,---
" Đường Hồ Quý Ly, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 6,7 tỷ ", 95 m2,_,Nhà mặt tiền,---,5m,19m,2
" Đường Dương Đức Hiền, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,6 tỷ ", 72 m2,_,Nhà mặt tiền,---,"4,5m",16m,---
" Đường Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 13,2 tỷ ", 86 m2,_,Nhà mặt tiền,---,7m,12m,1
" Đường Đào Nguyên Phổ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,99 tỷ ", 70 m2,_,Nhà mặt tiền,---,5m,14m,2
" Đường An Thượng 18, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,5 tỷ ", 51 m2,_,Nhà mặt tiền,---,"4,41m","11,5m",---
" Đường Nguyễn Tất Thành, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 8,5 tỷ ", 125 m2,_,Nhà mặt tiền,---,5m,25m,3
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 5 tỷ , 80 m2,_,Nhà mặt tiền,---,6m,"13,3m",1
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,6 tỷ ", 70 m2,_,Nhà mặt tiền,---,6m,12m,2
" Đường Trần Thanh Mại, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 6 tỷ , 75 m2,_,Nhà mặt tiền,---,5m,15m,1
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng", 15 tỷ , 80 m2,_,Nhà mặt tiền,---,"5,7m",14m,2
" Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 16,5 tỷ ", 171 m2,_,Nhà mặt tiền,---,"8,1m",20m,---
" Đường Nguyễn Minh Chấn, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,75 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,18m,---
" Đường Dương Bích Liên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,4 tỷ ", 70 m2,_,Nhà mặt tiền,---,5m,14m,---
" Đường Lý Thái Tông, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 7,5 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,2
" Đường Nguyễn Huy Tự, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,9 tỷ ", 72 m2,_,Nhà mặt tiền,---,"4,5m",16m,---
" Đường Trưng Nhị, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,85 tỷ ", 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,6m","18,5m",2
" Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 16,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,2m",---,3
" Đường Lê Bôi, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 2,8 tỷ ", 31 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 3,85 tỷ ", 35 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Nam Thọ, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 3,9 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Chu Huy Mân, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,45 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,3
" Đường Nguyễn Thị Hồng, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 3,8 tỷ ", 68 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,2
" Đường Bùi Dương Lịch, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,45 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,3
" Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 2,1 tỷ ", 50 m2,_,Nhà trong hẻm,---,4m,---,---
" Đường Đặng Thái Thân, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng", 31 triệu / m2  , 100 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 2,2 tỷ ", 91 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,2
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,2 tỷ ", 68 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,5m",---,3
" Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng", 4 tỷ , 70 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,22m",---,3
" Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,3 tỷ ", 165 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,6m",---,---
" Đường Nguyễn Huy Tự, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,9 tỷ ", 72 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,---
" Đường Lý Thái Tông, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 7,6 tỷ ", 99 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 6,7 tỷ ", 75 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3
" Đường Bàu Năng 9, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,5 tỷ ", 85 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3
" Đường Pasteur, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 63 tỷ , 300 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,---,2
" Đường Đào Nguyên Phổ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,9 tỷ ", 70 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 14 tỷ , 135 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,4m",---,2
" Đường Thân Nhân Trung, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,6 tỷ ", 81 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Trần Can, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,6 tỷ ", 85 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Chu Mạnh Trinh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,8 tỷ ", 74 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng", 7 tỷ , 81 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Phan Anh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,2 tỷ ", 85 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,---
" Đường Phần Lăng 18, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,2 tỷ ", 85 m2,Tây Bắc,Nhà mặt tiền,---,5m,17m,---
" Đường Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,4 tỷ ", 105 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,21m,3
" Đường Nguyễn Thị Thập, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 6,6 tỷ ", 75 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3
" Đường Phần Lăng 17, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,7 tỷ ", 85 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3
" Đường Thân Nhân Trung, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,2 tỷ ", 81 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,2 tỷ ", 52 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",---,2
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,75 tỷ ", 51 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,7m",---,3
" Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 75 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,12m",---,---
" Đường Lê Độ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 2,2 tỷ ", 76 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,7m",---,---
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 5,8 tỷ ", 53 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,3
" Đường Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,2 tỷ ", 83 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,2
" Đường Phan Phú Tiên, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 5,3 tỷ ", 65 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,13m,3
" Đường Phần Lăng 9, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,35 tỷ ", 72 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 72 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,---
" Đường Hồ Xuân Hương, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 27,8 tỷ ", 166 m2,_,Nhà mặt tiền,---,---,---,3
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 4,3 tỷ ", 86 m2,_,Nhà trong hẻm,---,---,---,2
" Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 15,2 tỷ ", 60 m2,_,Nhà mặt tiền,---,---,---,3
" Đường Phú Xuân 2, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,15 tỷ ", 100 m2,_,Nhà mặt tiền,---,---,---,3
" Đường Phần Lăng 18, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,1 tỷ ", 85 m2,_,Nhà mặt tiền,---,---,---,1
" Đường Bùi Huy Bích, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,55 tỷ ", 75 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 15,5 tỷ ", 90 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 6,9 tỷ ", 42 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Tùng Thiện Vương, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,1 tỷ ", 95 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường An Cư 4, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,9 tỷ ", 67 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Mai Dị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,3 tỷ ", 77 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,2 tỷ ", 66 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 27,7 tỷ ", 188 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 9,5 tỷ ", 114 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Phước Trường 5, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 6,6 tỷ ", 80 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 17 tỷ , 93 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Bỉnh Khiêm, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 5,8 tỷ ", 66 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Phạm Văn Bạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 6 tỷ , 90 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Ngô Trí Hòa, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 2,7 tỷ ", 72 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Phạm Ngọc Thạch, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 60 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường An Trung Đông 6, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 4,8 tỷ ", 50 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Hoàng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 8,7 tỷ ", 53 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 11 tỷ , 90 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,7 tỷ ", 99 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng", 17 tỷ , 125 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Bùi Dương Lịch, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,49 tỷ ", 72 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Bùi Lâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,45 tỷ ", 56 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Tôn Quang Phiệt, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,5 tỷ ", 90 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Sơn Thủy 2, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng", 5 tỷ , 115 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Bàu Hạc 1, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 6,3 tỷ ", 65 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lý Đạo Thành, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 5,3 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Mỹ Khê, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 9,5 tỷ ", 94 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
